"","custid","region","townsize","gender","age","agecat","birthmonth","ed","edcat","jobcat","union","employ","empcat","retire","income","inccat","debtinc","creddebt","othdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","hometype","address","addresscat","cars","carown","cartype","carvalue","carcatvalue","carbought","carbuy","commute","commutecat","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","cardtenurecat","card2","card2type","card2benefit","card2fee","card2tenure","card2tenurecat","carditems","cardspent","card2items","card2spent","active","bfast","tenure","churn","longmon","longten","tollfree","tollmon","tollten","equip","equipmon","equipten","callcard","cardmon","cardten","wireless","wiremon","wireten","multline","voice","pager","internet","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","lujo_si"
"4357","7213-WOTHDB-WNU","5","5","0",62,"5","Junio",16,"3","6","0",17,"5","1",16,"1",12.2,0.191296,1.760704,"0","3","1",14,"2",2,3,0,0,0,0,0,3,0,"1","4",37,"5",1,"1","0",7.3,"1","1","0","8","4",29,"1","1","0","0","0","0","0","1","0","0","9","2","1","0","0","4","2","1","0",35,5,"2","1","4","0",26,5,8,151.89,4,85.8,"0","2",63,"0",26.2,1619.3,"0",0,0,"0",0,0,"1",31,2065,"0","0",0,"1","0","0","0","0","0","0","0","0","1",22,"1","1","1","0","0","0","1","0","1","0","1","0","0"
"4358","3741-ABJXPY-CMH","5","4","1",55,"5","Enero",14,"2","5","1",26,"5","0",130,"5",3.6,0.62244,4.05756,"0","1","1",15,"3",2,0,0,0,0,0,0,0,0,"1","1",34,"5",0,"-1","-1",-1,"-1","-1","1","8","4",26,"0","0","0","0","0","0","0","1","0","0","9","2","0","0","1","3","1","1","1",26,5,"4","4","4","0",19,5,8,651.31,4,456.36,"0","2",46,"0",14.85,608.3,"1",26,1244.9,"0",0,0,"1",52.75,2395,"0","0",0,"0","0","0","0","1","1","1","1","0","1",21,"1","1","1","0","0","0","0","0","1","0","0","0","0"
"4359","3898-XYJZTF-LML","1","1","0",24,"2","Noviembre",15,"3","1","0",1,"1","0",18,"1",7,0.33138,0.92862,"0","1","0",-1,"-1",1,9,1,0,0,0,0,0,8,"1","3",4,"2",2,"1","0",9,"1","1","0","5","3",22,"0","0","0","0","1","0","0","1","0","0","9","4","0","0","0","4","3","2","0",2,2,"3","3","3","0",3,2,8,359.22,10,223.66,"1","1",9,"0",1.75,20.6,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","0","1",23,"0","1","0","0","0","0","0","0","0","1","0","0","0"
"4360","5523-BSOVSA-AOW","4","5","0",20,"2","Marzo",13,"2","1","1",0,"1","0",18,"1",10.4,0.466128,1.405872,"1","1","0",-1,"-1",5,2,0,2,0,0,0,0,0,"0","2",0,"1",2,"1","1",7,"1","0","0","1","1",32,"1","0","0","0","0","0","0","1","1","0","9","4","0","0","0","1","1","1","1",2,2,"3","2","4","0",2,2,10,245.26,8,139.54,"1","3",16,"0",4.9,78.95,"1",27,436.6,"0",0,0,"1",42.75,615,"1","34.3",502.85,"0","1","1","0","1","1","1","1","0","1",15,"1","0","1","1","1","1","0","0","0","1","0","0","0"
"4361","6152-MPJNCG-H83","1","4","1",39,"4","Noviembre",15,"3","1","0",5,"2","0",35,"2",4.8,0.80976,0.87024,"0","4","1",17,"4",4,2,0,2,0,0,0,0,0,"1","1",7,"2",1,"1","1",18.6,"1","0","0","3","2",27,"0","0","1","1","0","0","1","1","0","0","9","4","0","0","0","1","2","3","0",21,5,"2","2","1","0",13,4,6,303.93,5,301.2,"1","3",45,"0",9.25,447.5,"0",0,0,"0",0,0,"1",15.75,675,"0","0",0,"1","0","0","1","0","0","0","0","1","1",18,"1","1","1","0","1","1","1","0","1","0","0","0","0"
"4362","7106-YJPLZU-KLT","2","1","0",21,"2","Mayo",16,"3","2","0",0,"1","0",28,"2",7.5,0.2961,1.8039,"1","1","0",-1,"-1",6,14,0,0,4,0,0,0,10,"1","3",2,"1",1,"1","0",11.4,"1","0","0","8","4",25,"0","0","0","0","0","0","0","1","0","0","9","5","0","0","0","1","2","4","0",3,2,"2","2","4","0",4,2,8,377.9,8,453.99,"1","3",14,"1",4.1,58.2,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","4","0","0","0","0","1","1",20,"1","1","1","0","1","1","1","0","0","0","0","0","0"
"4363","9588-FLNZYX-Q8X","2","1","1",77,"6","Junio",14,"2","1","0",18,"5","0",41,"2",3,0.06519,1.16481,"0","3","0",-1,"-1",1,0,0,0,0,0,0,0,0,"0","1",53,"5",3,"1","1",17,"1","1","0","1","1",13,"1","0","1","0","0","0","0","0","0","1","1","7","1","1","1","4","3","2","0",40,5,"1","2","4","1",29,5,16,591.94,8,251.84,"1","2",72,"0",36.45,2660.9,"0",0,0,"0",0,0,"1",44.75,3140,"0","0",0,"1","0","0","0","0","0","0","0","0","1",26,"1","1","1","0","0","0","0","0","1","0","0","0","0"
"4364","4888-HLERTG-7RW","2","4","0",72,"6","Noviembre",15,"3","2","1",7,"3","1",18,"1",10.1,1.03626,0.78174,"1","2","0",-1,"-1",1,6,0,2,0,0,0,0,4,"0","1",7,"2",2,"1","0",9.4,"1","1","0","1","1",26,"1","0","0","0","0","0","0","1","0","0","9","5","0","0","0","3","3","3","0",7,3,"1","1","1","0",4,2,7,215.68,5,219.17,"0","2",19,"0",4.6,69.2,"1",12.5,251.6,"0",0,0,"1",13.25,210,"0","0",0,"0","0","0","0","1","0","0","1","0","1",19,"1","1","0","0","0","1","0","0","0","0","0","0","0"
"4365","3702-CMRZWS-4I0","2","3","0",20,"2","Septiembre",9,"1","2","0",0,"1","0",15,"1",6.6,0.27621,0.71379,"0","1","0",-1,"-1",2,5,0,1,0,0,0,0,4,"0","2",1,"1",0,"-1","-1",-1,"-1","-1","1","4","3",29,"0","0","0","1","0","0","0","0","0","0","9","4","0","0","0","3","3","2","1",2,2,"1","2","2","0",2,2,13,736.36,9,478.02,"1","1",21,"0",6.95,136.45,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","1","0","0","0","0","1",20,"1","0","1","0","0","0","0","0","0","0","1","0","0"
"4366","5757-QFBWHI-1XM","2","1","1",62,"5","Enero",14,"2","1","0",9,"3","0",45,"2",11.9,1.194165,4.160835,"0","1","1",9,"1",3,9,0,0,0,0,0,0,9,"0","1",0,"1",2,"1","1",19.7,"1","0","1","1","1",33,"1","0","0","0","0","0","0","1","0","0","9","4","0","0","0","4","4","4","0",17,5,"2","4","4","0",15,4,13,253.85,7,115.33,"0","2",42,"0",8.6,350.8,"0",0,0,"0",0,0,"1",35.5,1510,"0","0",0,"1","0","0","0","1","0","1","0","0","1",16,"1","1","1","0","0","1","0","0","0","1","0","0","0"
"4367","2343-ANDVVY-94B","3","2","1",62,"5","Agosto",19,"4","1","0",5,"2","0",112,"4",1.6,0.532224,1.259776,"0","5","1",19,"4",2,4,0,4,0,0,0,0,0,"1","1",19,"4",3,"1","1",44.4,"3","1","0","1","1",31,"1","0","0","0","0","0","0","1","0","0","3","5","0","1","1","4","3","2","0",13,4,"3","1","1","0",9,3,8,304.62,5,143.9,"1","2",32,"0",4.3,148.85,"0",0,0,"0",0,0,"1",37.25,1150,"0","0",0,"0","0","0","0","0","0","0","0","0","1",22,"1","1","1","0","0","0","0","0","0","0","0","0","1"
"4368","4045-LHVURA-U05","5","2","0",57,"5","Junio",20,"5","1","0",5,"2","0",170,"5",19.6,1.56604,31.75396,"1","3","0",-1,"-1",1,4,3,1,0,0,0,0,0,"1","1",20,"4",2,"1","1",89,"3","0","0","1","1",33,"1","0","0","1","1","0","0","1","0","0","9","6","1","1","0","2","1","3","0",15,4,"1","4","2","0",14,4,15,992.33,6,359.84,"1","3",52,"0",7.25,360.05,"0",0,0,"1",29.5,1574.1,"1",15.5,880,"0","0",0,"1","0","0","1","0","0","0","0","1","1",25,"1","1","1","0","1","1","1","0","0","0","0","0","1"
"4369","6347-XUDTDH-69I","3","5","1",20,"2","Mayo",15,"3","5","0",0,"1","0",18,"1",14.3,1.04247,1.53153,"1","3","1",10,"1",5,3,1,2,0,0,0,0,0,"1","4",1,"1",5,"1","1",10.3,"1","0","0","1","1",34,"1","0","1","1","1","1","0","1","0","0","9","4","0","1","1","1","2","4","0",2,2,"2","2","1","0",2,2,6,168.04,5,111.93,"0","3",22,"1",4.9,97.95,"0",0,0,"0",0,0,"1",12.5,285,"1","29.2",621.3,"1","1","0","3","1","0","1","0","1","1",12,"0","1","0","0","1","0","1","0","0","0","0","0","0"
"4370","0946-YVIXMA-X0W","1","1","1",30,"3","Marzo",8,"1","1","0",2,"2","0",28,"2",1.9,0.341544,0.190456,"0","3","0",-1,"-1",1,0,0,0,0,0,0,0,0,"0","2",9,"3",1,"1","1",16.1,"1","0","0","4","3",19,"0","0","0","1","0","1","0","0","0","0","9","6","0","0","1","3","4","1","0",4,2,"2","2","2","1",2,2,15,448.43,5,111.77,"0","3",17,"0",5,79.15,"1",17.75,294.65,"0",0,0,"1",12.25,175,"0","0",0,"0","0","0","0","1","1","1","1","0","1",19,"0","0","1","1","1","0","0","0","0","1","0","0","0"
"4371","6981-NTUZOL-ALR","4","4","1",35,"4","Abril",18,"4","2","0",2,"2","0",36,"2",2.3,0.332856,0.495144,"0","5","1",16,"3",2,2,0,2,0,0,0,0,0,"1","3",12,"3",2,"1","0",26,"2","1","1","8","4",36,"1","0","0","1","1","0","0","1","0","1","1","4","1","0","1","3","2","3","1",17,5,"2","2","3","0",17,5,8,160.28,6,105.24,"0","3",59,"1",15.3,896.15,"0",0,0,"1",42.05,2473,"1",16,970,"0","0",0,"1","0","0","2","0","0","0","0","1","1",20,"1","1","1","0","1","1","1","0","1","0","0","0","0"
"4372","3055-SIVUGH-FJ5","1","1","0",69,"6","Mayo",18,"4","6","0",28,"5","1",103,"4",28,15.66012,13.17988,"1","4","1",20,"5",2,0,0,0,0,0,0,0,0,"0","1",40,"5",4,"1","1",54.2,"3","0","1","1","1",34,"1","0","1","1","0","0","0","0","0","0","2","4","0","0","0","2","2","4","0",22,5,"3","4","1","0",21,5,12,458.78,7,225.65,"0","2",56,"0",18.45,952.45,"1",14.25,851.95,"0",0,0,"1",23.25,1270,"0","0",0,"1","0","0","0","1","1","1","1","0","1",14,"1","1","1","0","0","0","0","0","1","0","0","0","1"
"4373","2486-OLWCHI-4KT","1","2","0",35,"4","Mayo",15,"3","1","0",6,"3","0",51,"3",5.4,1.685448,1.068552,"0","2","1",11,"1",3,1,0,1,0,0,0,0,0,"0","1",6,"2",2,"1","1",21.6,"2","1","0","1","1",20,"1","0","0","0","0","0","0","0","0","1","9","3","1","1","1","3","4","3","0",14,4,"2","2","4","0",10,3,10,506.67,5,216.68,"1","1",37,"0",8.7,317.65,"1",44.75,1636.15,"1",33.4,1245.95,"1",17.25,625,"1","27.3",937.35,"0","1","1","1","1","1","1","1","0","1",19,"1","1","1","0","1","0","1","1","1","0","0","0","0"
"4374","8413-ZLZZJN-0CC","4","5","0",57,"5","Julio",17,"4","6","0",25,"5","1",13,"1",3.1,0.149916,0.253084,"0","4","0",-1,"-1",1,5,2,1,0,2,0,0,0,"1","3",21,"4",1,"1","0",6.4,"1","0","1","7","4",41,"0","0","1","1","0","1","1","1","0","0","9","1","1","0","1","4","1","2","0",39,5,"2","4","3","0",30,5,13,166.46,0,0,"1","1",71,"1",39,2834.8,"0",0,0,"1",39.9,2772.35,"1",26,1740,"0","0",0,"1","0","0","4","0","1","0","0","1","1",19,"1","1","1","1","1","0","0","0","1","0","0","0","0"
"4375","1495-ORHBEL-NR2","2","1","0",71,"6","Agosto",16,"3","4","0",32,"5","1",11,"1",2.9,0.176726,0.142274,"0","3","0",-1,"-1",1,5,0,0,0,0,0,0,5,"1","1",4,"2",4,"1","1",6.3,"1","0","1","1","1",20,"1","0","0","0","0","0","0","0","0","0","9","3","0","0","1","4","4","3","0",9,3,"1","4","3","0",8,3,8,290.98,6,132.92,"0","2",26,"0",6.8,163.7,"1",28,701.45,"0",0,0,"1",14,365,"0","0",0,"0","1","1","0","1","1","1","1","0","1",18,"0","0","0","0","0","0","0","1","0","0","0","0","0"
"4376","9446-LFUTDB-7VF","1","1","1",77,"6","Octubre",15,"3","6","1",31,"5","1",10,"1",14.2,0.15904,1.26096,"0","3","1",13,"2",2,0,0,0,0,0,0,0,0,"1","2",44,"5",1,"1","1",4.7,"1","1","0","8","4",23,"0","0","0","0","0","0","0","1","0","0","9","3","0","1","1","4","2","3","1",39,5,"2","3","2","0",30,5,8,144.93,5,91.67,"0","2",72,"0",66.75,4829.6,"0",0,0,"0",0,0,"1",26.75,1915,"0","0",0,"1","0","0","4","0","0","0","0","0","1",9,"1","1","1","0","1","0","0","0","1","0","0","0","0"
"4377","8503-WRYEXZ-O7H","5","1","0",26,"3","Septiembre",9,"1","1","0",5,"2","0",20,"1",15.6,0.79248,2.32752,"1","2","1",12,"2",2,2,1,1,0,0,0,0,0,"1","1",2,"1",2,"0","1",8.3,"1","0","1","1","1",26,"1","0","1","0","0","0","0","0","0","1","9","4","0","0","0","4","3","3","1",8,3,"3","1","2","0",8,3,7,144.69,5,59.66,"0","3",29,"0",7.55,219.2,"1",29,868.3,"0",0,0,"1",16.5,435,"0","0",0,"0","0","0","0","1","1","1","1","0","1",28,"1","1","1","0","0","0","0","0","1","0","1","0","0"
"4378","0264-XXEEFY-T1N","2","2","0",23,"2","Octubre",15,"3","6","0",1,"1","0",19,"1",18.1,1.062651,2.376349,"0","1","0",-1,"-1",1,0,0,0,0,0,0,0,0,"0","3",2,"1",2,"1","0",5.6,"1","0","1","8","4",28,"0","0","0","0","1","0","0","1","0","0","9","5","1","0","1","4","2","4","0",3,2,"3","1","4","0",2,2,7,285.55,7,181.39,"0","1",7,"1",3,19.65,"1",14.25,94.6,"1",30.6,194.5,"0",0,0,"1","23.35",122.3,"0","0","1","1","1","0","1","1","0","1",12,"0","0","0","1","1","1","0","0","0","0","0","0","0"
"4379","9131-MPWUMX-Z0U","3","5","0",46,"4","Junio",12,"2","1","0",8,"3","0",37,"2",2.5,0.209975,0.715025,"0","2","1",15,"3",2,3,2,1,0,0,0,0,0,"0","3",20,"4",2,"1","1",19.7,"1","0","1","1","1",30,"1","0","0","0","0","0","0","1","0","0","9","1","1","0","1","2","3","4","0",28,5,"4","2","3","0",23,5,7,111.12,3,87.91,"0","3",63,"1",21.05,1288.15,"0",0,0,"1",24.3,1495.6,"1",12.5,730,"0","0",0,"1","0","0","1","0","0","0","0","1","1",23,"1","1","1","0","1","1","0","0","1","0","0","0","0"
"4380","8452-HAFBNC-BRA","1","1","1",32,"3","Marzo",10,"1","6","0",11,"4","0",28,"2",12.8,1.41568,2.16832,"0","4","1",11,"1",5,0,0,0,0,0,0,0,0,"1","1",4,"2",0,"-1","-1",-1,"-1","-1","0","5","3",25,"1","0","1","0","1","0","0","0","0","0","9","5","0","0","0","3","1","4","1",2,2,"2","2","2","1",2,2,10,211.74,1,15.58,"0","3",5,"0",3.55,11.6,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","1","0","0","0","1",23,"1","1","1","0","0","0","0","0","0","0","0","0","0"
"4381","4080-UQGRFL-92T","1","2","0",64,"5","Junio",12,"2","3","0",25,"5","0",129,"5",12.3,5.378913,10.488087,"0","3","1",13,"2",2,8,1,0,0,0,1,0,6,"1","1",37,"5",0,"-1","-1",-1,"-1","-1","0","3","2",18,"0","0","1","0","0","0","0","0","0","0","9","5","1","0","1","4","2","4","0",28,5,"2","2","4","1",21,5,10,251.31,4,97.81,"0","3",59,"0",17.6,1113.55,"0",0,0,"1",30.6,1695.7,"1",33.25,2005,"0","0",0,"1","1","0","0","1","0","0","1","0","1",19,"1","1","1","0","0","0","0","0","1","1","0","0","0"
"4382","1599-NTGIAV-BHR","5","2","0",33,"3","Agosto",9,"1","1","0",6,"3","0",25,"2",10.3,0.618,1.957,"1","3","0",-1,"-1",3,5,3,0,0,0,2,0,0,"0","2",6,"2",2,"1","0",8,"1","0","0","8","4",22,"0","0","0","0","0","0","0","1","0","1","9","5","0","0","0","2","2","1","0",5,2,"3","2","1","0",5,2,12,402.28,10,383.52,"1","1",11,"1",6.6,84.05,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","1","1",27,"1","1","1","0","1","1","1","0","0","0","0","0","0"
"4383","2463-SKSPHX-SQ1","1","1","0",52,"5","Mayo",10,"1","2","0",2,"2","0",32,"2",9.9,1.875456,1.292544,"0","3","0",-1,"-1",2,1,1,0,0,0,0,0,0,"1","1",10,"3",2,"1","1",17,"1","1","1","1","1",17,"1","0","0","0","0","1","0","1","0","0","9","6","0","0","0","2","2","4","0",2,2,"3","1","1","0",4,2,4,70.52,5,141.37,"0","3",11,"0",4.55,46.9,"1",39.5,458.2,"0",0,0,"1",49.25,475,"0","0",0,"0","0","0","0","1","1","1","1","0","1",13,"1","1","1","0","0","0","0","0","0","0","0","0","0"
"4384","5848-XJWTXD-F1Q","1","2","1",25,"3","Mayo",14,"2","6","1",3,"2","0",29,"2",7.7,1.118733,1.114267,"0","4","1",13,"2",5,2,0,0,2,0,0,0,0,"1","3",2,"1",2,"1","0",18.6,"1","0","0","1","1",23,"1","0","1","0","0","0","0","0","0","0","2","5","0","0","1","3","4","1","1",7,3,"2","1","2","0",8,3,9,128.67,3,93.88,"1","1",27,"0",8.8,240.3,"1",24.75,660.8,"1",41.15,1094.7,"1",18.5,500,"0","0",0,"1","1","1","1","1","1","1","1","1","1",23,"1","1","1","1","1","1","0","1","0","0","0","0","0"
"4385","8635-SSCGQX-N1I","3","1","1",78,"6","Octubre",18,"4","6","0",13,"4","1",9,"1",9.8,0.294588,0.587412,"0","5","1",17,"4",2,0,0,0,0,0,0,0,0,"1","3",35,"5",3,"1","1",4,"1","1","0","1","1",28,"1","0","1","0","0","0","0","0","0","0","9","4","0","0","0","3","2","4","0",33,5,"5","3","2","1",25,5,9,420.02,7,218.74,"1","2",66,"0",23.1,1460.2,"1",21.75,1454.9,"1",47.1,3025.3,"1",8.5,615,"1","44.95",2931.1,"1","1","1","1","1","1","1","1","1","0",0,"0","0","0","0","1","1","1","0","1","0","0","0","0"
"4386","5702-MPUGBY-GWR","4","1","0",58,"5","Diciembre",15,"3","3","0",16,"5","0",149,"5",13.2,11.50578,8.16222,"0","4","0",-1,"-1",1,0,0,0,0,0,0,0,0,"0","2",22,"4",2,"1","1",50.8,"3","0","0","1","1",32,"1","0","1","1","1","0","0","0","0","0","2","6","0","0","0","2","3","4","0",29,5,"3","2","1","0",20,5,13,496.63,6,196.08,"0","2",56,"0",14.4,768.7,"0",0,0,"0",0,0,"1",9.5,495,"0","0",0,"0","0","0","0","0","0","0","0","0","1",26,"1","1","1","0","0","0","1","0","0","0","0","0","1"
"4387","5860-SICLLL-BPL","5","4","1",21,"2","Octubre",16,"3","1","0",0,"1","0",15,"1",3.6,0.17172,0.36828,"1","1","1",21,"5",6,0,0,0,0,0,0,0,0,"0","3",1,"1",0,"-1","-1",-1,"-1","-1","1","8","4",27,"0","0","1","0","0","0","0","1","1","0","2","6","1","0","1","2","1","2","0",3,2,"3","2","4","1",3,2,9,200.48,8,283.65,"1","1",9,"1",7.75,69.15,"1",28.25,234.8,"1",59.6,548.75,"1",46,400,"1","34.75",211.6,"1","1","1","4","1","1","1","1","1","1",15,"1","1","1","1","1","1","1","1","0","0","0","1","0"
"4388","5273-MFTMQI-1W9","3","1","1",30,"3","Mayo",11,"1","1","0",4,"2","0",37,"2",21,2.37762,5.39238,"1","2","1",12,"2",2,0,0,0,0,0,0,0,0,"1","4",9,"3",1,"1","1",24.9,"2","1","0","10","5",23,"0","0","0","0","0","0","0","0","0","1","9","5","0","0","1","3","3","3","0",12,4,"4","4","3","1",12,4,11,130.69,1,22.72,"1","3",36,"0",10.9,387.25,"1",31,1115.85,"0",0,0,"1",11.5,350,"1","39.4",1507.75,"0","1","0","1","1","1","1","1","0","1",15,"1","1","1","0","1","1","1","0","1","0","0","0","0"
"4389","8221-APKTFC-YQB","5","1","1",78,"6","Enero",12,"2","2","1",11,"4","1",12,"1",12.3,0.166788,1.309212,"0","3","0",-1,"-1",1,0,0,0,0,0,0,0,0,"0","1",46,"5",0,"-1","-1",-1,"-1","-1","1","10","5",23,"0","0","0","0","0","0","0","0","0","1","9","3","0","0","0","2","3","1","1",25,5,"3","3","3","0",19,5,12,188.89,3,64.85,"1","3",52,"0",8.15,398.75,"0",0,0,"1",22.35,1224.1,"1",6.5,335,"0","0",0,"1","0","0","0","0","0","0","0","1","1",24,"1","1","1","0","1","1","0","0","0","0","0","0","0"
"4390","1802-JIGHIT-40I","4","2","0",79,"6","Junio",13,"2","1","1",34,"5","1",15,"1",6.7,0.59496,0.41004,"0","3","1",11,"1",2,8,0,2,0,0,0,0,6,"1","1",32,"5",3,"1","0",6,"1","0","1","4","3",22,"1","0","0","1","0","0","0","0","0","1","9","6","0","0","0","4","3","3","1",35,5,"1","4","1","0",25,5,15,568.98,6,222.91,"0","2",69,"0",28.15,1942.2,"1",35.5,2431.4,"0",0,0,"1",13.25,940,"1","28.6",1950.05,"1","0","0","0","1","1","1","1","0","1",24,"1","1","1","0","0","0","0","1","1","0","0","0","0"
"4391","8152-VLJKWQ-IFQ","2","3","0",31,"3","Mayo",9,"1","2","0",3,"2","0",22,"1",7.7,0.896126,0.797874,"1","2","0",-1,"-1",2,7,1,1,0,0,0,0,5,"1","1",8,"3",4,"1","1",15.1,"1","0","0","1","1",21,"1","0","0","1","0","0","0","0","0","0","9","3","0","0","1","2","2","2","0",13,4,"3","2","1","0",13,4,10,330.21,4,96.75,"0","1",58,"0",13.1,704.45,"1",45.75,2621.7,"0",0,0,"1",7.5,425,"0","0",0,"1","1","1","0","1","1","1","1","0","1",20,"1","1","1","1","0","1","0","0","1","0","0","0","0"
"4392","6573-TUUUVJ-YMX","5","2","0",58,"5","Mayo",22,"5","2","0",2,"2","0",35,"2",4.4,1.01024,0.52976,"0","1","1",20,"5",3,2,0,2,0,0,0,0,0,"0","2",19,"4",3,"1","0",17.6,"1","0","0","1","1",19,"1","0","0","1","0","0","0","0","1","0","9","4","0","0","0","3","2","3","1",6,3,"4","1","2","0",3,2,7,202.31,9,209.17,"0","2",6,"0",5.35,39.35,"1",36.75,230.85,"1",31.5,174.05,"0",0,0,"1","26.2",151.4,"1","0","1","4","0","0","0","1","1","1",14,"1","1","1","0","1","1","1","1","0","0","0","0","0"
"4393","6433-SDEDZO-V8L","3","3","0",48,"4","Septiembre",14,"2","6","0",13,"4","0",88,"4",16.1,2.394392,11.773608,"0","3","0",-1,"-1",2,6,0,0,0,0,0,0,6,"1","4",23,"4",3,"1","1",52.6,"3","0","0","1","1",30,"1","0","1","0","1","0","0","0","0","0","9","5","0","0","0","4","1","1","0",25,5,"3","4","1","0",16,5,10,270.36,4,78.43,"1","3",44,"0",7.75,324.35,"0",0,0,"0",0,0,"1",10.25,435,"0","0",0,"0","0","0","1","0","0","0","0","0","1",20,"1","1","1","0","1","1","0","0","0","0","0","0","1"
"4394","5025-ICIWXS-G6Z","4","5","0",30,"3","Marzo",14,"2","2","0",1,"1","0",65,"3",6.5,0.85345,3.37155,"0","2","0",-1,"-1",2,1,0,1,0,0,0,0,0,"0","2",8,"3",4,"1","0",30.7,"2","0","1","1","1",36,"1","0","0","0","0","0","0","1","0","0","9","4","0","0","0","1","1","3","1",12,4,"4","3","3","0",11,4,15,1052.52,3,77.22,"1","1",34,"0",8.15,283.2,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","1","1","0","1","0","1",30,"1","1","1","0","0","0","1","0","1","0","0","0","0"
"4395","6448-ZAIFUT-RS7","4","1","0",69,"6","Mayo",12,"2","6","0",27,"5","1",87,"4",16.5,7.40718,6.94782,"0","4","1",12,"2",2,1,1,0,0,0,0,0,0,"0","2",25,"4",2,"0","1",34.8,"2","0","0","1","1",23,"1","0","0","0","0","0","0","0","0","0","9","6","1","1","1","3","4","2","1",37,5,"1","4","2","0",28,5,3,230.02,3,265.94,"0","2",68,"0",22.6,1497.7,"1",23.75,1658.25,"0",0,0,"1",26.75,1785,"0","0",0,"1","0","0","0","0","1","1","1","0","1",23,"1","1","1","1","0","0","1","0","1","0","0","0","0"
"4396","7615-RJZRPM-3IE","4","1","1",52,"5","Mayo",20,"5","5","0",16,"5","0",137,"5",8.6,1.083944,10.698056,"0","3","0",-1,"-1",1,0,0,0,0,0,0,0,0,"1","3",32,"5",1,"1","0",66.2,"3","0","1","8","4",21,"0","0","0","0","0","0","0","1","0","0","9","3","0","0","1","3","2","3","0",13,4,"1","2","3","1",9,3,14,584.47,9,200.68,"1","3",33,"0",13.8,489.6,"1",23.5,734.05,"0",0,0,"1",5.25,150,"1","20.7",627.1,"0","1","0","0","1","1","1","1","1","1",17,"1","1","1","1","0","0","0","0","1","0","0","0","1"
"4397","5033-ZFUSQS-D1B","5","3","1",27,"3","Enero",17,"4","1","0",1,"1","0",33,"2",27.9,1.068012,8.138988,"1","3","0",-1,"-1",1,0,0,0,0,0,0,0,0,"1","1",4,"2",3,"1","0",17.7,"1","1","0","1","1",34,"1","0","0","0","0","0","0","0","0","0","9","4","0","0","0","1","3","4","0",9,3,"4","3","3","1",6,3,11,366.24,6,252.91,"0","1",12,"1",4.5,46.55,"1",22.25,271.65,"1",43.55,495,"1",5,65,"1","40.85",440.25,"1","1","1","4","1","1","1","0","1","1",22,"1","1","1","1","1","1","1","0","0","0","0","0","0"
"4398","1689-UOMLFK-RWR","1","2","1",27,"3","Diciembre",17,"4","5","0",4,"2","0",22,"1",3.6,0.159192,0.632808,"0","5","1",13,"2",3,2,2,0,0,0,0,0,0,"0","1",6,"2",2,"0","0",11.8,"1","1","0","1","1",22,"1","1","1","0","0","0","0","0","0","0","9","4","1","0","0","3","1","1","1",9,3,"2","2","1","1",9,3,15,309.77,7,100.92,"0","3",35,"0",14.3,504.65,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","1","0","0","0","0","0","1",23,"1","1","1","0","1","1","1","0","1","0","0","0","0"
"4399","8819-ICVEWX-9VL","2","1","1",45,"4","Junio",14,"2","3","0",20,"5","0",161,"5",6,2.77242,6.88758,"0","2","1",14,"2",6,0,0,0,0,0,0,0,0,"1","2",19,"4",2,"1","1",60.3,"3","0","1","1","1",21,"1","0","0","0","0","0","0","0","0","0","9","4","0","0","1","1","4","3","0",27,5,"4","3","2","1",21,5,17,1338.82,4,324.45,"0","3",60,"0",11.55,680.8,"1",29.5,1706.2,"0",0,0,"1",31,1770,"1","34.5",2062.95,"1","1","0","0","1","1","1","1","0","1",18,"1","1","1","1","0","0","1","0","1","0","0","0","1"
"4400","7528-JXQJHK-NT4","5","5","0",77,"6","Julio",17,"4","6","0",38,"5","1",14,"1",10.3,0.155736,1.286264,"0","3","0",-1,"-1",1,1,0,1,0,0,0,0,0,"1","2",33,"5",0,"-1","-1",-1,"-1","-1","0","7","4",26,"0","0","1","1","0","1","1","0","1","0","9","6","0","0","0","2","4","3","0",10,3,"3","1","4","1",10,3,7,161.83,6,168.09,"0","3",30,"1",10.6,252.6,"1",33.5,938.9,"1",36.95,1057.35,"1",34.25,980,"1","30.95",937.1,"0","1","0","0","1","1","1","1","1","1",17,"1","0","1","0","1","0","0","0","0","0","0","0","0"
